点赞,特色,耗时,实体类型,经度,课程时长,价格,门票价格,entity_name,名称,产地,来源详情,赞同,文化项目,游玩建议,数据质量,来源数量,天数,交通,适合年龄,收费,贴士,行政区,房型,内容摘要,内容,所属店铺,预约方式,主题,线路名,保护级别,来源平台,时间,分类,地址,标签,适宜季节,entity_id,热度分数,关联内容数,景点,简介,来源,内容分类,开放时间,数据来源,推荐路线,纬度,标题,评论数,信任等级,摘要,推荐游览顺序,来源URL,来源列表,门票数值,评分,最佳季节,图片URL,游玩时长(分钟)
,,,景点,120.574,,,免费,,绍兴非遗馆,,,,,,0.5,3,,公交1/2路,,,,越城区,,,,,,,,,,,文博场馆,绍兴市越城区人民西路,免费|展览|文化|非遗,四季皆宜,景点0046,0,3,,绍兴拥有国家级非遗项目26项，居全国地级市前列。 绍兴非遗馆是了解绍兴传统文化的最佳窗口。可体验黄酒酿造、书法临摹等互动项目。,,,09:00-16:30(周一闭馆),,,29.996,,1700.0,3,,,,comprehensive,,4.0,,https://image.baidu.com/search?word=%E7%BB%8D%E5%85%B4%E9%9D%9E%E9%81%97%E9%A6%86%E7%BB%8D%E5%85%B4,
,,,景点,120.575,,,免费,,绍兴城市广场,,,,,,0.5,3,,公交1/2/5路至城市广场站,,,,越城区,,,,,,,,,,,主题公园,绍兴市越城区胜利西路,免费|地标|城市广场|夜景,四季皆宜,景点0047,0,2,,绍兴城市广场是绍兴市中心地标，广场上有大善塔和音乐喷泉。夜晚灯光璀璨，是市民休闲和游客打卡的热门地点。,,,全天开放,,,29.998,,3200.0,3,,,,comprehensive,,4.0,,https://image.baidu.com/search?word=%E7%BB%8D%E5%85%B4%E5%9F%8E%E5%B8%82%E5%B9%BF%E5%9C%BA%E7%BB%8D%E5%85%B4,
,,,景点,120.596,,,免费,,迪荡湖公园,,,,,,0.5,3,,公交15路至迪荡湖站,,,,越城区,,,,,,,,,,,自然风光,绍兴市越城区迪荡新城,免费|城市公园|湖景|跑步|骑行,四季皆宜,景点0048,0,2,,迪荡湖是绍兴新城区的城市湖泊公园，有环湖跑道和自行车道。湖边有咖啡馆和餐厅，是市民休闲新地标。,,,全天开放,,,30.01,,2800.0,3,,,,comprehensive,,4.1,,https://image.baidu.com/search?word=%E8%BF%AA%E8%8D%A1%E6%B9%96%E5%85%AC%E5%9B%AD%E7%BB%8D%E5%85%B4,
,,,景点,120.588,,,含在宛委山门票内,,会稽山阳明洞天,,,,,,0.5,3,,公交2/10路至宛委山,,,,越城区,,,,,,,,浙江省文物保护单位,,,人文历史,绍兴市越城区会稽山,会稽山|历史遗迹|心学|王阳明,春秋,景点0049,0,2,,王阳明（1472-1529），绍兴余姚人，明代心学大师。曾在此洞讲学。 王阳明在洞中悟出'知行合一'的心学精髓。洞内有历代文人题刻。,,,08:00-17:00,,,29.974,,1200.0,3,,,,comprehensive,,4.0,,https://image.baidu.com/search?word=%E4%BC%9A%E7%A8%BD%E5%B1%B1%E9%98%B3%E6%98%8E%E6%B4%9E%E5%A4%A9%E7%BB%8D%E5%85%B4,
,,,景点,120.572,,,免费,,越王城遗址,,,,,,0.5,3,,公交2/5路至府山公园,,,,越城区,,,,,,,,全国重点文物保护单位,,,人文历史,绍兴市越城区府山街道,府山|考古|越国|遗址,四季皆宜,景点0050,0,2,,越王城为春秋越国都城。勾践在此卧薪尝胆、十年生聚。 越王城是越国政治军事中心。遗址出土了越国青铜器、陶器等重要文物。,,,08:00-17:00,,,29.997,,900.0,3,,,,comprehensive,,3.9,,https://image.baidu.com/search?word=%E8%B6%8A%E7%8E%8B%E5%9F%8E%E9%81%97%E5%9D%80%E7%BB%8D%E5%85%B4,
,,,景点,,,,免费,,绍兴名人广场,,,,,,0.5,3,,公交1/2路至城市广场站,,,,越城区,,,,,,,,,,,主题公园,绍兴市越城区胜利西路,免费|名人雕塑|城市广场,四季皆宜,景点0051,0,2,,广场建于2000年代，集中展示绍兴历代名人风采。 广场上有大禹、勾践、王羲之、陆游、徐渭、秋瑾、鲁迅、蔡元培、周恩来等名人雕塑。,,,全天,,,,,800.0,3,,,,comprehensive,,3.8,,,
,,,景点,,,,免费,,绍兴环城河,,,,,,0.5,3,,沿环城路多个入口,,,,越城区,,,,,,,,,,,自然风光,绍兴市越城区环城河沿线,免费|夜景|散步|水系|环城,四季皆宜,景点0052,0,4,,环城河为绍兴古城护城河，历史悠久。近年改造为城市景观带。 环城河是绍兴水城格局的重要组成部分。沿河可看到八字桥、广宁桥等多座古桥。,,,全天,,,,,1500.0,3,,,,comprehensive,,4.0,,,
,,,景点,,,,免费,,稽山公园,,,,,,0.5,3,,公交2路,,,,越城区,,,,,,,,,,,自然风光,绍兴市越城区稽山路,免费|城市公园|越城区,四季皆宜,景点0053,0,2,,稽山公园是越城区的社区公园，以会稽山文化为主题。园内有小桥流水和亭台楼阁，是周边居民休闲好去处。,,,全天,,,,,900.0,3,,,,comprehensive,,3.8,,,
,,,景点,,,,免费,,上虞曹娥江,,,,,,0.5,3,,上虞区公交,,,,上虞区,,,,,,,,,,,自然风光,绍兴市上虞区曹娥江沿岸,上虞|免费|江河|自然,春秋,景点0054,0,2,,曹娥江因汉代孝女曹娥得名。沿岸有曹娥庙和中华孝德园。 曹娥投江救父的故事流传千年。曹娥江不仅是自然景观也是孝文化象征。,,,全天,,,,,1100.0,3,,,,comprehensive,,3.9,,,
,,,景点,,,,50元,,新昌天烛仙境,,,,,,0.5,3,,新昌客运站乘专线,,,,新昌县,,,,,,,,,,,自然风光,绍兴市新昌县澄潭镇,峡谷|新昌|湖泊|自然风光,夏秋,景点0055,0,2,,景区为近年开发，以丹霞地貌和清澈湖水为特色。 天烛峰形似蜡烛得名。湖水清澈见底被称为小九寨。,,,08:00-17:00,,,,,1400.0,3,,,,comprehensive,,4.0,,,
,,,景点,,,,40元,,诸暨白塔湖,,,,,,0.5,6,,诸暨客运中心乘班车,,,,诸暨市,,,,,,,,,,,自然风光,绍兴市诸暨市店口镇,免费|水库|湖泊|湿地|自然|自然风光|诸暨,春秋,景点0056,0,4,,白塔湖是诸暨最大的淡水湖，有浙中小洞庭之称。湖中有岛屿数十个，可乘船游览，秋季芦花飘荡景色最美。,,,08:00-17:00,,,,,1300.0,3,,,,comprehensive,,3.9,,,
,,,景点,,,,免费,,嵊州剡溪,,,,,,0.5,3,,建议自驾,,,,嵊州市,,,,,,,,,,,自然风光,绍兴市嵊州市剡溪沿岸,免费|唐诗之路|嵊州|溪流,春秋,景点0057,0,2,,剡溪为浙东唐诗之路水路段。李白梦游天姥吟留别提到的镜湖→剡溪→天姥山线路即经此。 湖月照我影送我至剡溪——李白。剡溪是唐代诗人游历浙东的必经水道。,,,全天,,,,,900.0,3,,,,comprehensive,,3.9,,,
,,,景点,,,,免费,,绍兴柯桥古镇,,,,,,0.5,3,,公交5路,,,,柯桥区,,,,,,,,,,,古镇街区,绍兴市柯桥区柯桥街道,免费|古镇|柯桥|水乡,四季皆宜,景点0058,0,2,,柯桥为绍兴重要商贸古镇，明清时期商贾云集。 柯桥因桥得名。古镇修复后融合了传统文化和现代商业。,,,全天,,,,,1100.0,3,,,,comprehensive,,4.0,,,
,,,景点,,,,30元,,上虞祝家庄,,,,,,0.5,3,,上虞区公交,,,,上虞区,,,,,,,,浙江省非物质文化遗产,,,人文历史,绍兴市上虞区丰惠镇,上虞|梁祝|爱情圣地|祝英台,春秋,景点0059,0,2,,祝英台传说源于东晋。祝家庄为梁祝故事中祝英台的家乡。 梁祝故事是中国四大民间传说之一。祝英台女扮男装求学遇梁山伯，演绎千古爱情绝唱。,,,08:30-16:30,,,,,800.0,3,,,,comprehensive,,4.0,,,
,,,景点,,,,20元,,绍兴儿童公园,,,,,,0.5,3,,公交1/2路,,,,越城区,,,,,,,,,,,主题公园,绍兴市越城区解放南路,亲子|游乐园|越城区,四季皆宜,景点0060,0,2,,绍兴儿童公园是绍兴最早的游乐园，有摩天轮、旋转木马等游乐设施。适合带小朋友游玩。,,,09:00-17:00,,,,,1200.0,3,,,,comprehensive,,3.8,,,
,,,景点,,,,120元,,绍兴镜湖乐园,,,,,,0.5,3,,公交15路,,,,越城区,,,,,,,,,,,主题公园,绍兴市越城区镜湖新区,亲子|夏季|水上乐园|镜湖,夏,景点0061,0,2,,2010年代建成，是绍兴最大的水上乐园。 镜湖乐园依托镜湖水域，是绍兴夏季最热门的亲子游乐目的地。,,,09:30-17:30,,,,,2100.0,3,,,,comprehensive,,4.1,,,
,,,景点,,,,150元,,绍兴东方山水乐园,,,,,,0.5,3,,公交5路,,,,柯桥区,,,,,,,,,,,主题公园,绍兴市柯桥区鉴湖路,主题乐园|亲子|室内|柯桥,四季皆宜,景点0062,0,2,,东方山水乐园是绍兴大型室内主题乐园，有4D影院、互动体验馆等。不受天气影响全年可玩。,,,09:30-17:00,,,,,1800.0,3,,,,comprehensive,,4.0,,,
,,,景点,,,,20元,,新昌重阳宫,,,,,,0.5,3,,新昌公交,,,,新昌县,,,,,,,,新昌县文物保护单位,,,宗教场所,绍兴市新昌县城关镇,古建筑|新昌|道教,四季皆宜,景点0063,0,2,,重阳宫是新昌著名道观，始建于唐代。宫内古木参天环境清幽，是浙东道教圣地之一。,,,08:00-17:00,,,,,700.0,3,,,,comprehensive,,3.9,,,
,,,景点,,,,免费,,绍兴龙华寺,,,,,,0.5,3,,步行从八字桥可达,,,,越城区,,,,,,,,绍兴市文物保护单位,,,宗教场所,绍兴市越城区广宁桥附近,佛教|免费|寺庙|越城区,四季皆宜,景点0064,0,2,,始建于南朝梁代，距今1500余年。 龙华寺与八字桥、广宁桥构成绍兴古桥寺庙景观群。,,,08:00-17:00,,,,,600.0,3,,,,comprehensive,,3.9,,,
,,,景点,,,,55元,,诸暨斗岩,,,,,,0.5,3,,诸暨客运中心乘班车,,,,诸暨市,,,,,,,,,,,自然风光,绍兴市诸暨市牌头镇,丹霞地貌|登山|自然风光|诸暨,春秋,景点0065,0,2,,斗岩是诸暨丹霞地貌代表，以巨岩和奇峰闻名。有斗岩大佛和登天梯等景点，是登山爱好者好去处。,,,08:00-17:00,,,,,1600.0,3,,,,comprehensive,,4.1,,,
,,,景点,,,,免费,,嵊州南山湖,,,,,,0.5,3,,建议自驾,,,,嵊州市,,,,,,,,,,,自然风光,绍兴市嵊州市长乐镇,免费|嵊州|湖泊|自然,春秋,景点0066,0,2,,南山湖是嵊州南部的人工湖，湖光山色秀丽。周边有茶园和竹林，是休闲度假好去处。,,,全天,,,,,500.0,3,,,,comprehensive,,3.8,,,
,,,景点,,,,免费,,绍兴古城墙遗址,,,,,,0.5,3,,公交2/5路,,,,越城区,,,,,,,,浙江省文物保护单位,,,人文历史,绍兴市越城区府山周边,免费|古城|城墙|遗址,四季皆宜,景点0067,0,2,,越国都城城墙始建于公元前5世纪。历代重修扩建。 绍兴古城墙见证了2500年城市历史。现存遗址是研究古代城市格局的重要实物。,,,全天,,,,,500.0,3,,,,comprehensive,,3.8,,,
,,,景点,,,,,,绍兴饭店,,,,,,0.5,1,,,,,,越城区,,,,,,,,,,,住宿,越城区环山路8号,商务|园林式|府山|老牌|高端,旺季3-5月、9-10月；淡季7-8月(炎热)、1-2月(湿冷),景点0068,0,1,,绍兴最老牌的高端酒店，位于府山脚下园林式建筑。接待过众多中外政要。园内亭台楼阁小桥流水，本身就是一处景观。,,,,,,,,0,3,,,,comprehensive,,4.5,,,
,,,景点,,,,,,咸亨酒店(住宿部),,,,,,0.5,1,,,,,,越城区,,,,,,,,,,,住宿,越城区鲁迅中路179号,文化主题|景区核心|老字号|鲁迅,旺季3-5月、10月；淡季7-8月,景点0069,0,3,,咸亨酒店不仅是餐厅也有住宿。房间以鲁迅文化为主题设计，住在这里就是住在鲁迅笔下的世界里。,,,,,,,,0,3,,,,comprehensive,,4.3,,,
,,,景点,,,,,,绍兴世茂皇冠假日酒店,,,,,,0.5,1,,,,,,越城区,,,,,,,,,,,住宿,越城区世茂广场,世茂商圈|商务|国际品牌|现代,全年,景点0070,0,1,,国际品牌五星酒店，位于世茂商圈。设施现代服务标准，适合追求舒适度的游客。,,,,,,,,0,3,,,,comprehensive,,4.4,,,
,,,景点,,,,,,绍兴大禹开元观堂,,,,,,0.5,1,,,,,,越城区,,,,,,,,,,,住宿,越城区会稽山麓大禹陵旁,会稽山|会议|度假|温泉|高端,旺季春秋、淡季冬夏,景点0071,0,1,,开元旗下高端度假品牌，坐落于会稽山麓。庭院式建筑群掩映在山水之间，有温泉和SPA。绍兴最顶级的度假酒店。,,,,,,,,0,3,,,,comprehensive,,4.6,,,
,,,景点,,,,,,柯岩鉴湖度假酒店,,,,,,0.5,1,,,,,,柯桥区,,,,,,,,,,,住宿,柯桥区柯岩风景区旁,亲子|度假|柯岩|鉴湖,旺季3-5月、9-10月,景点0072,0,1,,柯岩景区旁的度假酒店，部分房间可看鉴湖。有儿童乐园和游泳池，适合亲子度假。,,,,,,,,0,3,,,,comprehensive,,4.3,,,
,,,景点,,,,,,嵊州温泉度假村,,,,,,0.5,1,,,,,,嵊州市,,,,,,,,,,,住宿,嵊州市崇仁镇温泉路,冬季|嵊州|度假|温泉,旺季11-2月(冬季温泉)；淡季夏季,景点0073,0,1,,绍兴最大温泉度假村，有室内外温泉泡池数十个。冬季泡温泉暖身养生，搭配崇仁古镇一日游完美。,,,,,,,,0,3,,,,comprehensive,,4.3,,,
,,,景点,,,,,,诸暨五泄·山水间,,,,,,0.5,1,,,,,,诸暨市,,,,,,,,,,,住宿,诸暨市五泄镇,五泄|山水|民宿|避暑,旺季夏季(避暑)、秋季(红叶)；淡季冬季,景点0074,0,1,,五泄景区附近的山水民宿。独栋木屋掩映在竹林间，夏季凉爽是避暑好去处。,,,,,,,,0,3,,,,comprehensive,,4.1,,,
,,,景点,,,,,,绍兴镜湖·悦椿酒店,,,,,,0.5,1,,,,,,越城区,,,,,,,,,,,住宿,越城区镜湖新区,商务|现代|镜湖|高铁站周边,全年,景点0075,0,1,,镜湖新区的高端商务酒店，毗邻绍兴北站。设施现代，适合商务出行和高铁游客。,,,,,,,,0,3,,,,comprehensive,,4.3,,,
,,,景点,,,,,,绍兴银泰大酒店,,,,,,0.5,1,,,,,,越城区,,,,,,,,,,,住宿,越城区解放南路银泰城,商圈|市中心|性价比|购物,全年,景点0076,0,1,,银泰城商圈内的中端酒店，楼下就是购物中心和美食广场。交通便利周边配套齐全。,,,,,,,,0,3,,,,comprehensive,,4.0,,,
,,,景点,,,,,,绍兴越城·老台门民宿,,,,,,0.5,1,,,,,,越城区,,,,,,,,,,,住宿,越城区鲁迅中路,台门建筑|文化|民宿|老宅,全年,景点0077,0,1,,由百年台门老宅改造的民宿。保留了传统建筑结构，住在这里就是住在绍兴历史里。,,,,,,,,0,3,,,,comprehensive,,4.3,,,
,,,景点,,,,,,绍兴迪荡·亚朵酒店,,,,,,0.5,1,,,,,,越城区,,,,,,,,,,,住宿,越城区迪荡新城,设计感|连锁|迪荡|阅读,全年,景点0078,0,1,,亚朵品牌酒店，以阅读和人文摄影为主题。大堂有24小时书吧，房间设计简约舒适。,,,,,,,,0,3,,,,comprehensive,,4.3,,,
,,,景点,,,,,,新昌穿岩·十九峰山居,,,,,,0.5,1,,,,,,新昌县,,,,,,,,,,,住宿,新昌县镜岭镇穿岩十九峰景区附近,丹霞|山居|户外|新昌,旺季春秋(登山季)；淡季冬夏,景点0079,0,1,,穿岩十九峰山脚下的山居民宿。帐篷营地适合户外爱好者，晚上可看星空。,,,,,,,,0,3,,,,comprehensive,,4.0,,,
,,,景点,,,,,,诸暨西施·浣纱民宿,,,,,,0.5,1,,,,,,诸暨市,,,,,,,,,,,住宿,诸暨市浣纱中路西施故里旁,民宿|江景|西施文化|诸暨,全年,景点0080,0,1,,西施故里旁的江景民宿，部分房间可看浣纱江。以'沉鱼落雁'为主题设计。,,,,,,,,0,3,,,,comprehensive,,4.0,,,
,,,景点,,,,,,绍兴会稽山·阳明酒店,,,,,,0.5,1,,,,,,越城区,,,,,,,,,,,住宿,越城区会稽山旅游度假区,会稽山|度假|心学|王阳明|高端,旺季春秋；淡季冬夏,景点0081,0,1,,以王阳明心学文化为主题的度假酒店。位于会稽山深处，环境清幽适合静修。阳明文化套房有《传习录》可阅读。,,,,,,,,0,3,,,,comprehensive,,4.4,,,
,,,景点,,,,,,柯桥乔波·冰雪酒店,,,,,,0.5,1,,,,,,柯桥区,,,,,,,,,,,住宿,柯桥区乔波冰雪世界旁,亲子|冰雪主题|室内滑雪|柯桥,旺季暑假、寒假；淡季春秋,景点0082,0,1,,乔波冰雪世界配套酒店。冰雪主题房间有滑雪元素装饰，亲子房有儿童玩具。住酒店送滑雪票折扣。,,,,,,,,0,3,,,,comprehensive,,4.0,,,
,,,景点,,,,,,绍兴·六和藏院,,,,,,0.5,1,,,,,,越城区,,,,,,,,,,,住宿,越城区府山直街,庭院|精品|茶文化|设计感,全年,景点0083,0,1,,设计师民宿，由老宅改造而成。有精美庭院和茶室，每个房间都独一无二。绍兴民宿中的网红。,,,,,,,,0,3,,,,comprehensive,,4.4,,,
,,,景点,,,,,,绍兴柯桥·亚帆酒店,,,,,,0.5,1,,,,,,柯桥区,,,,,,,,,,,住宿,柯桥区柯桥万达广场,商务|商圈|性价比|柯桥,全年,景点0084,0,1,,柯桥万达商圈内的中端酒店。楼下购物餐饮方便，适合在柯桥区活动的游客。,,,,,,,,0,3,,,,comprehensive,,4.0,,,
,,,景点,,,,,,诸暨·白塔湖渔家乐,,,,,,0.5,1,,,,,,诸暨市,,,,,,,,,,,住宿,诸暨市店口镇白塔湖畔,农家乐|垂钓|渔家|湖畔,旺季春秋；淡季冬夏,景点0085,0,1,,白塔湖畔的渔家乐，可以钓鱼划船。老板做的白塔湖鱼头是招牌菜。,,,,,,,,0,3,,,,comprehensive,,3.8,,,
,,,景点,,,,,,绍兴黄酒酿造技艺,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0086,0,2,,以鉴湖水、糯米、麦曲为原料，经14道工序。开耙是关键技术。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴花雕制作技艺,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0087,0,0,,酒坛彩绘含人物花鸟山水，女儿红状元红最著名。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴师爷文化,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0088,0,0,,绍兴师爷以刑名钱谷技能闻名，体现精明务实性格。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,大禹祭典,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0089,0,0,,每年清明公祭大禹陵。仪仗庄严，击鼓鸣钟献酒献舞。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴乌篷船制作技艺,,,,,,0.5,2,,,,,,,,,,,,,,,,,景点,,,,景点0090,0,0,,用芥菜腌制晒干色泽乌黑香气浓郁。绍兴有乌干菜白米饭的俗语。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴水乡社戏,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0091,0,0,,庙台或临水戏台演出，以越剧绍剧为主。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴锡器制作技艺,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0092,0,0,,含熔化浇铸锻打焊接雕刻。锡壶锡杯为传统产品。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,嵊州竹编,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0093,0,0,,以精细著称，可编人物动物花鸟立体造型。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,新昌调腔,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0094,0,0,,以高腔为主唱腔高亢激越，被誉为中国戏曲活化石。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴目连戏,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0095,0,0,,以目连救母故事为主线，穿插特技表演。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴莲花落,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0096,0,0,,以绍兴方言演唱，一人领唱众人帮腔，语言幽默风趣。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴平湖调,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0097,0,0,,用绍兴官话演唱旋律优美典雅。琵琶三弦扬琴二胡伴奏。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴祝福仪式,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0098,0,1,,腊月廿三至除夕举行。供奉三牲年糕祈求来年平安。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴童谣,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0099,0,0,,摇啊摇摇到外婆桥为代表作。语言质朴韵律优美。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴铜雕,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0100,0,0,,线刻浮雕镂空等技法。以精细细腻著称。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴扇艺,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0101,0,0,,以纸折扇为主扇面有名家书画。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴水乡婚俗,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0102,0,0,,迎亲乘乌篷船而行。安昌古镇保留水上婚礼表演。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,诸暨西路乱弹,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0103,0,0,,以高腔为主唱腔高亢激越，保留古老戏曲元素。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,嵊州根雕,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0104,0,0,,以七分天然三分人工为理念。产品远销海内外。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴端午习俗,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0105,0,0,,赛龙舟吃粽子挂艾草。鉴湖和环城河举办龙舟赛。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴中秋习俗,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0106,0,0,,鉴湖泛舟赏月和沈园月下听曲是特色。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴重阳习俗,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0107,0,0,,登会稽山和府山。菊花酒用黄酒浸泡菊花制成。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,越窑青瓷烧制技艺,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0108,0,0,,以类玉似冰的釉色著称。唐代陆龟蒙赞九秋风露越窑开夺得千峰翠色来。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴石桥营造技艺,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0109,0,0,,含梁桥拱桥八字桥等多种形式，选石雕凿架设等技艺。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴水乡船歌,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0110,0,0,,以绍兴方言演唱，内容多为水乡生活和爱情故事。,,,,,,,,0,3,,,,comprehensive,,0,,,
,,,景点,,,,,,绍兴社日习俗,,,,,,0.5,1,,,,,,,,,,,,,,,,,景点,,,,景点0111,0,1,,搭台唱戏祭祀土地神聚餐。农村最热闹的传统节日。,,,,,,,,0,3,,,,comprehensive,,0,,,
